Feature,RawMean,RawStd,RawMin,RawMax,ZMean,ZStd
Year,2007.1762338997135,10.063520111335489,1990.0,2024.0,7.714832463693658e-15,1.0
average_rain_fall_mm_per_year,1176.158608322946,661.9261270384008,51.0,3240.0,-2.237489425735407e-17,1.0
pesticides_tonnes,79252.16414091714,293765.55320879916,0.0,3802160.0,0.0,1.0
avg_temp,20.187382124509988,4.400387598487101,2.144,30.660000000000004,7.831212990073924e-17,1.0
